CMDLINE C:\Users\jonah\PycharmProjects\WarrenNolanScraper_cloud\.venv\Scripts\python.exe main.py
MEM 48.488281 1737412219.5808
MEM 48.488281 1737412219.6812
MEM 48.488281 1737412219.7817
MEM 48.488281 1737412219.8822
MEM 48.488281 1737412219.9829
MEM 48.488281 1737412220.0834
MEM 48.488281 1737412220.1840
MEM 48.488281 1737412220.2845
MEM 48.488281 1737412220.3852
MEM 48.488281 1737412220.4858
MEM 48.488281 1737412220.5866
MEM 48.488281 1737412220.6877
MEM 48.488281 1737412220.7883
MEM 48.488281 1737412220.8889
MEM 48.488281 1737412221.0001
MEM 48.488281 1737412221.1004
MEM 48.488281 1737412221.2010
MEM 48.488281 1737412221.3023
MEM 48.488281 1737412221.4029
MEM 48.488281 1737412221.5040
MEM 48.488281 1737412221.6044
MEM 48.488281 1737412221.7047
MEM 48.488281 1737412221.8052
MEM 48.488281 1737412221.9059
MEM 48.488281 1737412222.0064
MEM 48.488281 1737412222.1071
MEM 48.488281 1737412222.2075
MEM 48.488281 1737412222.3078
MEM 48.488281 1737412222.4096
MEM 48.488281 1737412222.5100
MEM 48.488281 1737412222.6105
MEM 48.488281 1737412222.7109
MEM 48.488281 1737412222.8113
MEM 48.488281 1737412222.9120
MEM 48.488281 1737412223.0131
MEM 48.488281 1737412223.1136
MEM 48.488281 1737412223.2139
MEM 48.488281 1737412223.3145
MEM 48.488281 1737412223.4148
MEM 48.488281 1737412223.5158
MEM 48.488281 1737412223.6162
MEM 48.488281 1737412223.7167
MEM 48.488281 1737412223.8172
MEM 48.488281 1737412223.9179
MEM 48.488281 1737412224.0182
MEM 48.488281 1737412224.1186
MEM 48.488281 1737412224.2230
MEM 48.488281 1737412224.3235
MEM 48.488281 1737412224.4242
MEM 48.488281 1737412224.5248
MEM 48.488281 1737412224.6250
MEM 48.488281 1737412224.7255
MEM 48.488281 1737412224.8263
MEM 48.488281 1737412224.9265
MEM 48.488281 1737412225.0269
MEM 48.488281 1737412225.1276
MEM 48.488281 1737412225.2286
MEM 48.488281 1737412225.3293
MEM 48.488281 1737412225.4300
MEM 48.488281 1737412225.5308
MEM 48.488281 1737412225.6336
MEM 48.488281 1737412225.7344
MEM 48.488281 1737412225.8348
MEM 48.488281 1737412225.9356
MEM 48.488281 1737412226.0358
MEM 48.488281 1737412226.1364
MEM 48.488281 1737412226.2366
MEM 48.488281 1737412226.3370
MEM 48.488281 1737412226.4374
MEM 48.488281 1737412226.5379
MEM 48.488281 1737412226.6383
MEM 48.488281 1737412226.7391
MEM 48.488281 1737412226.8396
MEM 48.488281 1737412226.9401
MEM 48.488281 1737412227.0406
MEM 48.488281 1737412227.1409
MEM 48.488281 1737412227.2416
MEM 48.488281 1737412227.3427
MEM 48.488281 1737412227.4433
MEM 48.488281 1737412227.5439
MEM 48.488281 1737412227.6443
MEM 48.488281 1737412227.7447
MEM 48.488281 1737412227.8454
MEM 48.488281 1737412227.9461
MEM 48.488281 1737412228.0464
MEM 48.488281 1737412228.1467
MEM 48.488281 1737412228.2473
MEM 48.488281 1737412228.3477
MEM 48.488281 1737412228.4481
MEM 48.488281 1737412228.5485
MEM 48.488281 1737412228.6493
MEM 48.488281 1737412228.7497
MEM 48.488281 1737412228.8506
MEM 48.488281 1737412228.9510
MEM 48.488281 1737412229.0517
MEM 48.488281 1737412229.1521
MEM 48.488281 1737412229.2526
MEM 48.488281 1737412229.3534
MEM 48.488281 1737412229.4540
MEM 48.488281 1737412229.5546
MEM 48.488281 1737412229.6550
MEM 48.488281 1737412229.7558
MEM 48.488281 1737412229.8564
MEM 48.488281 1737412229.9570
MEM 48.488281 1737412230.0573
MEM 48.488281 1737412230.1578
MEM 48.488281 1737412230.2582
MEM 48.488281 1737412230.3586
MEM 48.488281 1737412230.4593
MEM 48.488281 1737412230.5598
MEM 48.488281 1737412230.6604
MEM 48.488281 1737412230.7608
MEM 48.488281 1737412230.8668
MEM 48.488281 1737412230.9689
MEM 48.488281 1737412231.0692
MEM 48.488281 1737412231.1697
MEM 48.488281 1737412231.2723
MEM 48.488281 1737412231.3728
MEM 48.488281 1737412231.4738
MEM 48.488281 1737412231.5814
MEM 48.488281 1737412231.6820
MEM 48.488281 1737412231.7826
MEM 48.488281 1737412231.8831
MEM 48.488281 1737412231.9837
MEM 48.488281 1737412232.0843
MEM 48.488281 1737412232.1850
MEM 48.488281 1737412232.2853
MEM 48.488281 1737412232.3858
MEM 48.488281 1737412232.4874
MEM 48.488281 1737412232.5880
MEM 48.488281 1737412232.6885
MEM 48.488281 1737412232.7892
MEM 48.488281 1737412232.8900
MEM 48.488281 1737412232.9910
MEM 48.488281 1737412233.0917
MEM 48.488281 1737412233.1920
MEM 48.488281 1737412233.2926
MEM 48.488281 1737412233.3932
MEM 48.488281 1737412233.4939
MEM 48.488281 1737412233.5942
MEM 48.488281 1737412233.6946
MEM 48.488281 1737412233.7957
MEM 48.488281 1737412233.8963
MEM 48.488281 1737412233.9974
MEM 48.488281 1737412234.0978
MEM 48.488281 1737412234.1983
MEM 48.488281 1737412234.2988
MEM 48.488281 1737412234.3996
MEM 48.488281 1737412234.4999
MEM 48.488281 1737412234.6005
MEM 48.488281 1737412234.7064
MEM 48.488281 1737412234.8067
MEM 48.488281 1737412234.9076
MEM 48.488281 1737412235.0082
MEM 48.488281 1737412235.1087
MEM 48.488281 1737412235.2094
MEM 48.488281 1737412235.3097
MEM 48.488281 1737412235.4100
MEM 48.488281 1737412235.5102
MEM 48.488281 1737412235.6107
MEM 48.488281 1737412235.7127
MEM 48.488281 1737412235.8133
MEM 48.488281 1737412235.9138
MEM 48.488281 1737412236.0147
MEM 48.488281 1737412236.1155
MEM 48.488281 1737412236.2160
MEM 48.488281 1737412236.3164
MEM 48.488281 1737412236.4294
MEM 48.488281 1737412236.5299
MEM 48.488281 1737412236.6307
MEM 48.488281 1737412236.7315
MEM 48.488281 1737412236.8320
MEM 48.488281 1737412236.9325
MEM 48.488281 1737412237.0330
MEM 48.488281 1737412237.1345
MEM 48.488281 1737412237.2347
MEM 48.488281 1737412237.3351
MEM 48.488281 1737412237.4359
MEM 48.488281 1737412237.5363
MEM 48.488281 1737412237.6380
MEM 48.488281 1737412237.7386
MEM 48.488281 1737412237.8393
MEM 48.488281 1737412237.9400
MEM 48.488281 1737412238.0418
MEM 48.488281 1737412238.1435
MEM 48.488281 1737412238.2438
MEM 48.488281 1737412238.3441
MEM 48.488281 1737412238.4445
MEM 48.488281 1737412238.5454
MEM 48.488281 1737412238.6457
MEM 48.488281 1737412238.7465
MEM 48.488281 1737412238.8470
MEM 48.488281 1737412238.9478
MEM 48.488281 1737412239.0486
MEM 48.488281 1737412239.1492
MEM 48.488281 1737412239.2496
MEM 48.488281 1737412239.3503
MEM 48.488281 1737412239.4507
MEM 48.488281 1737412239.5514
MEM 48.488281 1737412239.6517
MEM 48.488281 1737412239.7525
MEM 48.488281 1737412239.8528
MEM 48.488281 1737412239.9532
MEM 48.488281 1737412240.0538
MEM 48.488281 1737412240.1548
MEM 48.488281 1737412240.2552
MEM 48.488281 1737412240.3555
MEM 48.488281 1737412240.4558
MEM 48.488281 1737412240.5564
MEM 48.488281 1737412240.6570
MEM 48.488281 1737412240.7688
MEM 48.488281 1737412240.8696
MEM 48.488281 1737412240.9703
MEM 48.488281 1737412241.0732
MEM 48.488281 1737412241.1744
MEM 48.488281 1737412241.2750
MEM 48.488281 1737412241.3761
MEM 48.488281 1737412241.4767
MEM 48.488281 1737412241.5772
MEM 48.488281 1737412241.6776
MEM 48.488281 1737412241.7786
MEM 48.488281 1737412241.8792
MEM 48.488281 1737412241.9796
MEM 48.488281 1737412242.0818
MEM 48.488281 1737412242.1820
MEM 48.488281 1737412242.2826
MEM 48.488281 1737412242.3832
MEM 48.488281 1737412242.4838
MEM 48.488281 1737412242.5847
MEM 48.488281 1737412242.6854
MEM 48.488281 1737412242.7860
MEM 48.488281 1737412242.8867
MEM 48.488281 1737412242.9871
MEM 48.488281 1737412243.0873
MEM 48.488281 1737412243.1882
MEM 48.488281 1737412243.2885
MEM 48.488281 1737412243.3895
MEM 48.488281 1737412243.4898
MEM 48.488281 1737412243.5903
MEM 48.488281 1737412243.6911
MEM 48.488281 1737412243.7931
MEM 48.488281 1737412243.8935
MEM 48.488281 1737412243.9969
MEM 48.488281 1737412244.0976
MEM 48.488281 1737412244.1990
MEM 48.488281 1737412244.2995
MEM 48.488281 1737412244.4002
MEM 48.488281 1737412244.5007
MEM 48.488281 1737412244.6023
MEM 48.488281 1737412244.7031
MEM 48.488281 1737412244.8041
MEM 48.488281 1737412244.9122
MEM 48.488281 1737412245.0128
MEM 48.488281 1737412245.1130
MEM 48.488281 1737412245.2132
MEM 48.488281 1737412245.3136
MEM 48.488281 1737412245.4142
MEM 48.488281 1737412245.5148
MEM 48.488281 1737412245.6157
MEM 48.488281 1737412245.7295
MEM 48.488281 1737412245.8304
MEM 48.488281 1737412245.9322
MEM 48.488281 1737412246.0331
MEM 48.488281 1737412246.1335
MEM 48.488281 1737412246.2343
MEM 48.488281 1737412246.3347
MEM 48.488281 1737412246.4352
MEM 48.488281 1737412246.5355
MEM 48.488281 1737412246.6361
MEM 48.488281 1737412246.7380
MEM 48.488281 1737412246.8420
MEM 48.488281 1737412246.9426
MEM 48.488281 1737412247.0432
MEM 48.488281 1737412247.1434
MEM 48.488281 1737412247.2441
MEM 48.488281 1737412247.3454
MEM 48.488281 1737412247.4463
MEM 48.488281 1737412247.5475
MEM 48.488281 1737412247.6479
MEM 48.488281 1737412247.7483
MEM 48.488281 1737412247.8573
MEM 48.488281 1737412247.9581
MEM 48.488281 1737412248.0589
MEM 48.488281 1737412248.1595
MEM 48.488281 1737412248.2603
MEM 48.488281 1737412248.3609
MEM 48.488281 1737412248.4612
MEM 48.488281 1737412248.5615
MEM 48.488281 1737412248.6623
MEM 48.488281 1737412248.7626
MEM 48.488281 1737412248.8633
MEM 48.488281 1737412248.9636
MEM 48.488281 1737412249.0649
MEM 48.488281 1737412249.1654
MEM 48.488281 1737412249.2657
MEM 48.488281 1737412249.3663
MEM 48.488281 1737412249.4675
MEM 48.488281 1737412249.5679
MEM 48.488281 1737412249.6685
MEM 48.488281 1737412249.7691
MEM 48.488281 1737412249.8699
MEM 48.488281 1737412249.9708
MEM 48.488281 1737412250.0713
MEM 48.488281 1737412250.1722
MEM 48.488281 1737412250.2728
MEM 48.488281 1737412250.3732
MEM 48.488281 1737412250.4739
MEM 48.488281 1737412250.5744
MEM 48.488281 1737412250.6751
MEM 48.488281 1737412250.7759
MEM 48.488281 1737412250.8762
MEM 48.488281 1737412250.9768
MEM 48.488281 1737412251.0773
MEM 48.488281 1737412251.1779
MEM 48.488281 1737412251.2782
MEM 48.488281 1737412251.3787
MEM 48.488281 1737412251.4794
MEM 48.488281 1737412251.5801
MEM 48.488281 1737412251.6810
MEM 48.488281 1737412251.7818
MEM 48.488281 1737412251.8824
MEM 48.488281 1737412251.9826
MEM 48.488281 1737412252.0830
MEM 48.488281 1737412252.1836
MEM 48.488281 1737412252.2844
MEM 48.488281 1737412252.3849
MEM 48.488281 1737412252.4854
MEM 48.488281 1737412252.5865
MEM 48.488281 1737412252.6868
MEM 48.488281 1737412252.7870
MEM 48.488281 1737412252.8879
MEM 48.488281 1737412252.9884
MEM 48.488281 1737412253.0890
MEM 48.488281 1737412253.1939
MEM 48.488281 1737412253.2945
MEM 48.488281 1737412253.3951
MEM 48.488281 1737412253.4957
MEM 48.488281 1737412253.5964
MEM 48.488281 1737412253.6969
MEM 48.488281 1737412253.7972
MEM 48.488281 1737412253.8980
MEM 48.488281 1737412253.9984
MEM 48.488281 1737412254.0988
MEM 48.488281 1737412254.1993
MEM 48.488281 1737412254.2998
MEM 48.488281 1737412254.4004
MEM 48.488281 1737412254.5011
MEM 48.488281 1737412254.6016
MEM 48.488281 1737412254.7023
MEM 48.488281 1737412254.8026
MEM 48.488281 1737412254.9031
MEM 48.488281 1737412255.0036
MEM 48.488281 1737412255.1041
MEM 48.488281 1737412255.2047
MEM 48.488281 1737412255.3052
MEM 48.488281 1737412255.4059
MEM 48.488281 1737412255.5072
MEM 48.488281 1737412255.6079
MEM 48.488281 1737412255.7086
MEM 48.488281 1737412255.8091
MEM 48.488281 1737412255.9100
MEM 48.488281 1737412256.0102
MEM 48.488281 1737412256.1110
MEM 48.488281 1737412256.2116
MEM 48.488281 1737412256.3123
MEM 48.488281 1737412256.4127
MEM 48.488281 1737412256.5132
MEM 48.488281 1737412256.6138
MEM 48.488281 1737412256.7142
MEM 48.488281 1737412256.8144
MEM 48.488281 1737412256.9162
MEM 48.488281 1737412257.0169
MEM 48.488281 1737412257.1177
MEM 48.488281 1737412257.2184
MEM 48.488281 1737412257.3187
MEM 48.488281 1737412257.4207
MEM 48.488281 1737412257.5211
MEM 48.488281 1737412257.6224
MEM 48.488281 1737412257.7232
MEM 48.488281 1737412257.8241
MEM 48.488281 1737412257.9248
MEM 48.488281 1737412258.0252
MEM 48.488281 1737412258.1759
MEM 48.488281 1737412258.2785
MEM 48.488281 1737412258.4138
MEM 48.488281 1737412258.5145
MEM 48.488281 1737412258.6147
MEM 48.488281 1737412258.7156
MEM 48.488281 1737412258.8162
MEM 48.488281 1737412258.9167
MEM 48.488281 1737412259.0173
MEM 48.488281 1737412259.1179
MEM 48.488281 1737412259.2187
MEM 48.488281 1737412259.3193
MEM 48.488281 1737412259.4199
MEM 48.488281 1737412259.5205
MEM 48.488281 1737412259.6212
MEM 48.488281 1737412259.7220
MEM 48.488281 1737412259.8224
MEM 48.488281 1737412259.9230
MEM 48.488281 1737412260.0235
MEM 48.488281 1737412260.1241
MEM 48.488281 1737412260.2247
MEM 48.488281 1737412260.3255
MEM 48.488281 1737412260.4263
MEM 48.488281 1737412260.5268
MEM 48.488281 1737412260.6329
MEM 48.488281 1737412260.7334
MEM 48.488281 1737412260.8339
MEM 48.488281 1737412260.9344
MEM 48.488281 1737412261.0353
MEM 48.488281 1737412261.1357
MEM 48.488281 1737412261.2373
MEM 48.488281 1737412261.3378
MEM 48.488281 1737412261.4383
MEM 48.488281 1737412261.5389
MEM 48.488281 1737412261.6397
MEM 48.488281 1737412261.7403
MEM 48.488281 1737412261.8410
MEM 48.488281 1737412261.9417
MEM 48.488281 1737412262.0425
